timestamp,action,obs_0
0.0,0.0,0.12615796932766066
0.1,0.2,0.5380301470026465
0.2,0.2996062795912001,0.15975223375424413
0.30000000000000004,0.348042196046657,0.46371001756784136
0.4,0.354831656870207,0.42984675259905303
0.5,0.337008104437993,0.22246773475137485
0.6,0.3137248592725873,-0.05691477847938575
0.7,0.3005904239512402,0.2249898857026443
0.7999999999999999,0.30518832818669406,0.4237339487754367
0.8999999999999999,0.3249287282832718,0.04455505960575251
0.9999999999999999,0.34778035847074973,0.4006715098079702
1.0999999999999999,0.3556960250212261,0.18362721557645784
1.2,0.3298560018266212,0.5614917872996099
1.3,0.2563832490078783,0.6366333768532517
1.4000000000000001,0.13105001544357409,0.522850110471593
1.5000000000000002,-0.03826855085805694,1.0394262365804012
1.6000000000000003,-0.23208922727124698,0.44813743370162973
1.7000000000000004,-0.4227328843050397,0.5042131282184438
1.8000000000000005,-0.579898324182748,0.4176801865985171
1.9000000000000006,-0.6770989225419947,0.9316537234271155
2.0000000000000004,-0.6974363044770313,1.0329147267068115
2.1000000000000005,-0.6373316570225663,1.0156580467585083
2.2000000000000006,-0.507319821064022,0.9729421494855393
2.3000000000000007,-0.32971544905848127,1.4637244928302957
2.400000000000001,-0.13371147805505768,0.9660431770739396
2.500000000000001,0.05091639242634556,1.4215912486898281
2.600000000000001,0.1999999999999999,1.773161250740001
2.700000000000001,0.2996062795912001,2.0468945015225106
2.800000000000001,0.348042196046657,1.9270617055284682
2.9000000000000012,0.354831656870207,2.4285850621277736
3.0000000000000013,0.33700810443799295,2.3760056661139948
3.1000000000000014,0.3137248592725873,2.3555806865650437
3.2000000000000015,0.3005904239512402,3.219295972753364
3.3000000000000016,0.30518832818669406,3.4317206534698608
3.4000000000000017,0.3249287282832719,3.398760555897443
3.5000000000000018,0.3477803584707498,4.256304775135441
3.600000000000002,0.35569602502122605,4.654637437267903
3.700000000000002,0.32985600182662134,4.829436804283403
3.800000000000002,0.25638324900787823,5.047507051743723
3.900000000000002,0.1310500154435737,5.1842079467904
4.000000000000002,-0.03826855085805744,6.261357364399659
4.100000000000001,-0.23208922727124676,6.730890730663741
4.200000000000001,-0.4227328843050408,7.3842253791000925
4.300000000000001,-0.5798983241827479,8.342937012873348
4.4,-0.6770989225419943,9.182693896845675
4.5,-0.6974363044770313,10.184295800141719
4.6,-0.6373316570225664,10.856572272888647
4.699999999999999,-0.5073198210640211,11.672812867959378
4.799999999999999,-0.3297154490584815,13.261244864887455
4.899999999999999,-0.13371147805505784,14.464974939238543
4.999999999999998,0.05091639242634598,15.821213541463782
